sentiment,content
Negatif,sumpahh apk maxim saya doang lain juga gini si setiap buka apk maxim loadnya lama bgtttttt bgttt pdhl wifidata knceng trss pas order tu agak lama iya load muter pdhl data driverny mnculnama vermotor plat
Positif,tetap semangat iya
Positif,pelayanan ramah cara mengemudi juga tidak arogan taat lalulintas terimakasih maxim
Positif,alhamdulillah saya baru coba aplikasi good
Positif,sangat memuaskan
Positif,terimakasih iya mas
Positif,mntap jos
Positif,oke sangat ramah
Positif,mantap benar kudukung persen
Negatif,supirnya tidak pengertian tidak mau naikan trunkan brang
Positif,murah seru
Positif,terimakasih bantuannya pak
Negatif,masukkan alamat rumah susah
Negatif,saya berlangganan maxim ber tahun tidak update no hp hangusbagaimana caranya supaya mengginakan jasa ojek maxim mohon infonya terimakasih
Positif,mantap cepat ramah tamah
Positif,suka sekali bapak sangat ramah
Positif,driver baik
Positif,sangat baik ramah cepat
Positif,bagus pelayanannya
Positif,pelayanannya sangat memuaskan terima kasih
Positif,orang sangat ramah mengemudi sangat baik pertahankan
Negatif,benerin sering lokasinyamau pesen makann lebih cepat jalan kaki kayaknya make maxim
Positif,baik sekali
Negatif,masukkan no telepon trus bahkan muncul gambar gambar verivikasi ga jelas mana terlanjur buru bahkan suruh kya gitu deh ga perlu dehh ribet ga kya gojek ga ribet mahal murah ribet mau masuk akun mau mesen driver nyatolong perbaiki dong murah doang ribet ga kya apk sebelah enak masuk nyaa
Positif,layanan baik
Positif,ramah sekali
Positif,terimakasih iya bang
Positif,driver ramah terima kasih penjahat kelamin driver
Positif,draifer sangat ramah
Positif,sangat ramah baik
Negatif,mobilnya penyok depan hujan deras mau nerima orderan
Positif,sangat membantu
Positif,pengemudi kamaludin motorcycle warna merah nopol bpkx selamat menikmati perjalanan rating
Positif,cepat murah
Positif,perjalanan lancar
Positif,pelayanan sangat baik
Positif,sangat puas terima kasih
Positif,pelayanan sangat baik
Positif,pengemudinya ramah mengemukakan sangat baik terima kasih
Positif,bagussss pelayanannya
Positif,baik sekali terima kasih
Positif,drivernya baik banget
Positif,mkasih membantu banget
Positif,maxim selalu siap mengantar walaupun dalam kondisi hujan
Positif,sangat memuaskan orgnya ramah gercep pokoknya rekomendasi bagar deh
Negatif,ga memesan tranpotasi
Positif,pelayanan terbaik
Negatif,saya memiliki banyak pengalaman pengalaman saya lebih banyak bertemu driver galak sekali driver sok tahu jalan sipaling benar suka marahin penumpang kata kurang enak didengar baru mau jalan titik seharusnya diberi uang tip mohon ditingkatkan kembali pemilihan driver tidak mengulangi kejadian sama mohon ditingkatkan kembali maps maxim membantu satu sama lain mohon diperbaiki lebih selektif memilih driver
Positif,pelayanan sangat optimal
Positif,bapaknya cerewet sehat selalu top
Positif,org rama
Positif,baikkk bngt drivernya
Positif,alhamdulillah nyaman aman
Positif,baik ramah
Positif,baik drivernya murah ongkos nyasantun orgnya enak diajak komunikasisemangat terus driver maxim
Positif,driver vibes positif sekali sangat cocok introvert saya termikasih banyak
Positif,aturan kabupaten langsa
Negatif,maxim gimna sih saya uda isi kaspro kenpa tidak masuk kalian mau ambil uang customer iya jumlah tidak sedikit isi
Positif,mobil nyaman driver sopan ramah
Positif,bagus ramah
Positif,terimakasih sabar menunggu anak saya keluar kelas
Negatif,mau login banget
Positif,sangat membantu
Positif,harga terjangkau pelayanan ramah
Positif,sangat membantu
Positif,cepat datang
Positif,sangat baik ramah
Negatif,loading lamauntuk slsaikan pesanan
Positif,ramah orang
Positif,bagus sekali
Positif,sangat bagus ramah
Negatif,maaf apk harus saya hapus pengalaman saya balikpapan dapat driver abal abal atas nama dian wirianto motor warna hitam nopol pengalaman saya harga driver apk rp pas ketemu dia minta rpdan saya mau cansel tetap suruh bayar padahal sampai menit driver menunggu akhirnya saya deal katanya dia langsung bawa saya pangkalan bus langsung bergerak menuju ternyata bahkan dia simpan saya t bus ngk jalan
Positif,mantap pelayanannya
Positif,pelayanan ok
Positif,order dipenuhi adelukman motorcycle warna hitam nopol fov terima kasih atas perjalanan rating
Positif,memahami jalan pintas
Positif,sangat membantu
Positif,pelayanan bagus
Positif,resposif cepat
Negatif,mendownload kode verifikasinya lama kirim
Positif,driver ramah sopan
Positif,driver keren
Positif,pelayanan menyenangkan
Negatif,susah bnget kalau mau pesan makanan
Positif,ramah bagus
Positif,apk paling bagus cocok buat anak sekolah tarifnya tidak terlalu bahkan berkah selalu maxim
Positif,bagus supir ramah
Positif,pelayanan sangat baik
Positif,mengemudi sopan ramah
Positif,terimakasih pelayanannya bagus sukses selalu
Positif,drivernyaa baik ramah
Positif,pelayanan sangat memuaskan ramah sukses slalu buat drivernya
Positif,keren intruksi
Positif,order dipenuhi morlyano ivanola adik queljoe motorcycle warna hitam nopol dema terima kasih atas perjalanan rating
Positif,ramah cepatmantap
Positif,semoga maxim lebih baik depannya
Negatif,lama banget mencari pengemudinya pengemudi juga milihmilih pelanggan
Positif,sangat ramah sopan
Positif,mantapp sangat nyaman ramah
Positif,mantap pelayanan cepat ramah
Positif,sangat baikbagusjujur
Positif,bike ramah cukup puas
Positif,berkendara aman safety
Negatif,mohon maxim lebih perbaiki saya terlambat mau kampus ehh maximnya mencari pelaksana terdekat jam saya nunggu minimal bgusin saya ksih bintang
Positif,supirnya cool ramah
Positif,bapaknya ramah memberi rasa aman
Positif,mantapsemoga barokah
Positif,tepat waktu driver ramah
Positif,bapak ny sngat baik sklisehat trus lancar rezeki smoga bnyak orderan
Positif,sangat membantu
Positif,pelayanan okrespon cepat
Positif,sangatlah baik
Positif,drivernya fast respon ramah
Positif,sangat baik ramah
Positif,ramah tepat waktu
Positif,baik sopan
Positif,asik bangt baik
Negatif,perusahaan aplikasi maxim tolong dong ada kan fitur kirim foto gitubiar orang tukang ojek gak tersesat jemput pelanggan saya pelanggan emosi kalau nunggu ojol gak tahu blok gak tahu arah kemana dia pusing truss gak ada fitur foto buat kirim ojol nyabiar mudah gitu dia tahu dimana
Positif,perjalanan nyaman
Positif,sangat baik driver ny juga ramah
Positif,pelayanan sangat ramah
Positif,aldo famoost respon cepatpelayanan ramah
Positif,cepat tepat dititipin paket
Positif,sangat memuaskan
Positif,best banget pokoknya
Positif,driver sopan baik
Positif,respon cepat pokok the best
Positif,saya suka pelayanan maxim walaupun malam hujan dilayani sama maxim biasanya menggunakan aplikasi lain disaat malam hujan gk ada menjemput beralih aplikasi online maxim
Positif,nyamanbersihramah
Positif,terimakasih banyak membantu
Positif,sangat membantu kala tidak ada motor ongkos sangat terjangkau
Positif,naik maxim pergi jauh dekat murah oder cepat delver ramah sopan aman perjalan terimakasi
Negatif,hallo pihak maxim saya pengguna aplikasi ingin memberikan saran mohon ditambahkan fitur baru khusus buat pemesan jasa ojek delivery food lainya sertakan fitur verifikasi muka sama driver alasan iya kenapa banyak orang jail orderan fiktif adanya fitur vermuk bagi pelanggan maka sangat membantu menghindarkan namanya penipuan terimakasih mohon dipertimbangkan saran salah satu driver maxim juga
Positif,pelayanan sangat baik ramah penjemputan tepat waktu
Negatif,apa aplikasi ngirim kode pakai nomor pribadi saya agak takut maxim bukan seharus nomor operator ngirim kodebukan nomor pribadi gamna tanggapan
Negatif,bagus terkadang mengambil driver jauh banget
Positif,ramah baik
Positif,pelayanan cepat
Positif,membantu memudahkan perjalanan
Negatif,makin gak jelas maximmasa iya setiap order kshnya driver jauh lokasi jemput bagaimana orang harus buru buru tolong perbaiki server jaringan mapping iya
Positif,baik pakai atribut
Negatif,top up kaspro bahkan sering eror top up ga langsung masuk saldonya apk harus nunggu waktu ga pasti akhirnya tf driver rata tidak memiliki apk dana tf bank adminnya gede tolong diperbaiki buat pengguna cashless saya
Positif,kurirnya terbaik semangat buat para ojol maxsim
Positif,driver ramah selamat sampai tujuan
Positif,ongkosnya murah termurah pernah ada driver cepat banget datangnya
Negatif,aplikasinya bagus ada oknum driver menurut saya perlu evaluasi saya pernah order car penumpang saya pesan sedang promo driver minta tambah ongkos lewat chat kalau gk mau nambah disuruh cancel justru penumpang pilih aplikasi lebih terjangkau lain bahkan disuruh nambah mohon evaluasi driver nakal
Positif,deraiver baik ramah
Positif,pemilihan rute cepat
Positif,driver sangat ramah puas
Positif,terima kasih pak
Positif,driver sangat baik ramah
Positif,walapun hujan tetap ambil order an cepat
Positif,pelayanan bagus ramah
Positif,dijemput cepat ramah
Positif,bagus sekali
Positif,semoga jaya selalu maxim kedepannya
Negatif,saya tidak lari terhadap korban kecelakaan saya bertanggung jawab korban saya minta tolong sikap nada bicara terhadap saya sopanpencarian seorang pengendara motor maxim jalan singosaren iii singosaren kecamatan banguntapan kabupaten bantul daerah istimewa yogyakarta ketemu saya
Positif,driver sangan sopan amanah
Positif,aplikasi sangat bermanfaat mudah gunakan enjoy dalam perjalanan mantap maxim
Positif,terima kasih bapaaak diantar sampai depan rumah bapaknya sabar tepat depan rumah
Negatif,apk gak jelas gada cs gada pengaduanya ngadu gara mendapatkan pelayanan gak baik tidak tanggepin gilaa iya driver atas nama cecep maulana toyota calya plat b uij gakan saya lupa tuh driver agak lain ngehub pengaduan dukungan tidak ada jawavan gakan pernah pakai apk deh tadi kalau ga dekat sekali gamau deh oknum drivernya parah no atitud
Positif,penjemputan pengantaran tepat waktu sukses selalu
Positif,cepat tepat waktu
Positif,bagus sekali
Positif,terimakasih atas bantuan
Positif,pelayanan baik
Positif,top andalkan
Negatif,tolong dong kasih tahu driver motor cuman tinggal minjem duit hp bawa kabur sama driver kejadian kamis sore naik pademangan pesing hp bawa kabur
Positif,alhamdulillaah terima kasih maxim
Positif,terimakasih mengantarkan sampai tujuan selamat semoga berkah
Negatif,pengantaran lama bahkan larut kealamat berbda tarif ongkos kirim gak
Positif,aplikasi ny mudah digunakan tarif ny murah
Negatif,drivernya malas antar barang
Positif,sangat bagus cepat sampai
Positif,sangat membantu
Positif,jemputnya cepat drivernya ramah
Positif,good jobterima kasih mas driver baik sekali
Positif,mantap pelayanan ramah
Positif,ramah selalu hati hati dalam mengendarai motor
Positif,pengemudi baik
Positif,bagus alternatif
Positif,abang maximnya amanah
Positif,driver baik banget ramah semoga lancar rejekinya a
Positif,drivernya baik
Positif,driver ramah banget baik jujur
Positif,pelayanan baik sekali
Positif,sangat memuaskan
Positif,aplikasi maxim sangat baik bagus
Positif,pelayanan baik
Positif,ramaah orangnyaa
Positif,pelayanan baik
Negatif,setelah x baru berhasil mendapatkan mobilyg minta dibatalkanmohon driver sering membatalkan diberi peringatan denda
Negatif,driver buruktarif tidak suruh tambah ongkosnya lebih baik gak perlu installmurah diaplikasi real driver minta tambah
Positif,driver ramah jas hujan lengkapterima kasih
Positif,alhamdulillah perjalan sangat nyaman sampai tujuan
Positif,sangat baik sopan
Negatif,tidak baik meminta uang lebih
Positif,cepat banyak armada
Negatif,tolong cross cek driver atas nama novriza ramadhani argata motorcycle bewarna merah nopol hyq rating apk tolong dia mengancam memeras saya saya ada bukti chatnya kejadian februari sekitar pukul wib
Positif,sangat memuaskan mantap
Positif,baik ramah
Positif,respon cepat terlaksana baik terimakasih
Positif,terima kasih mas
Negatif,duit saya ga masuk saldo anjirrrrr
Positif,ramah ontime
Positif,bagus banget pelayanannya tarifnya juga ramah banget dikantomg pelajar
Positif,makasi banyak pak
Positif,sangat baik terimakasih iya pa
Positif,baik cepat
Positif,peduli sigap
Positif,puas sekali
Positif,terimakasih bang sukses selalu
Positif,pelayanan sejauh cukup baik
Positif,sangat cepat drivery
Positif,sangat ramah orgnya baik sopan
Positif,terimakasih mengantar anak selamat
Positif,sangat puas drivernya rama
Positif,terima kasih buat abang maxim udh ramah sama penumpang udh mau nunggu juga jarang dapat ojol ramah pokonya the best
Positif,nyaman sekali
Positif,responnya cepat
Positif,murahh pakai maxim hemat
Positif,bagus pelayanan
Positif,sangat baik ramah
Positif,terima kasih anterin sampai tujuan
Positif,ok cepat aman
Positif,sangat ramah baik
Negatif,kerena terlalu murah biaya jarak kilomaka drever banyak minta cansel kerena rugikrn mobil banyak makan bbm apalagi jalan daerah macet
Negatif,mau mencari tempat tujuan susah ditemukan diketik
Positif,sopir ramah baik
Positif,pelayanan bagus ramah
Positif,driver sopan berprilaku baik
Positif,gojeknya ramah
Positif,harga paling ramah iya maximsukses terus
Positif,ok drivernya kooperatiframah
Positif,nyaman supirnya baik
Negatif,percuma ada pembayaran online kalau rata ojol maxim rada oon kemarin saya tanyain gmna caranya bayar online kgk ada tahu ojol kamu nooh udh mah saya isi kaspro banyak kgk saya udh berapa kali naik maxim saya tanyain kgk ada tahu caranya kalau kamu jangan terima ojol tuaaa kasian saya buru bahkan nyantai jalannya saya bilangin bahkan jawab iya doang naik motor udh kaya org menunggu berbuka puasa mau saya salahin org tuaaa lunya kalau milih ojol mikir dulu jangan terima terima bae dongo
Positif,terima kasih bang titipanku sampai aman tepat waktu
Positif,bapaknya ramah mobil dingin wangi
Positif,semoga maxim makin maju pelayanannya terbaik amanah amin
Negatif,sangat hemat cuman agak kesal juga sama bapak bapak gojek semangat kerja bapak jangan sering bikin emosi
Positif,pelayanan sangat bagus
Positif,ramahbaiksopan
Positif,pengemudi ramah
Positif,alhamdulillah pelayanannya baik cepat sangat menjaga keselamatan penumpang
Positif,sangat terbantu trimakasih maxim
Positif,terimakasih sukses selalu
Positif,order dipenuhi andrian rumauw motorcycle warna putih nopol denl terima kasih atas perjalanan rating
Positif,pelayanan sangat baik ggwp
Positif,driver cepat komunikatif
Positif,pelayanan baik
Positif,baguss pelayanannya
Positif,bagus cepat dapat harga bersaing
Negatif,cari titik lokasi sulit
Positif,tepat waktu terima kasih
Positif,tingkatkan pelayanan
Positif,aplikasi hebat sangat membantu kehidupan
Positif,tahu jalan kali abg mantap
Positif,terimasih kakak
Positif,pelayanan sangat
Positif,pengemudi baik
Positif,cepat tepat murah bersahabat
Positif,aman nyaman
Negatif,saya harap tlong secepatnya apk maxim dimenu fitur dukungannya adakn menu pesan langsug panggilan telepon panggilan vidio virtual berbasis digital ainya sama ada fitur hapus riwayat pesan laporan sosial media whtasapp telegram digital ai ada juga tamplan halaman berandanya apk maximny tlong scptny dipelngkp fitur krangny sama kpan maxim mempunyai dompet digitalnya sendiri kalau ubh tmplanny konsep lbih modern biar klihatan keren dperbarui apkny
Negatif,respon cepat harga murah walau mencari titik penjemputan agak sulit
Negatif,perbarui biar kirim photo
Negatif,tolong perbaiki tarifargo adil buat driver juga customer juga perbaiki sistem maps mudah pahami
Negatif,susah buka padahal kuota internet lancar
Positif,puas servicenya
Positif,terbaik terima kasih
Positif,memuaskan terimakasih
Positif,cepatbaik ramah
Positif,terjangkau cepat
Positif,pelayanannya bagus
Positif,kinerja sangat baik
Positif,berterimakasih sangat membantu
