sentiment,content,at
Positif,"abangnya baik, mau nerima request jalan pelan-pelan karna bawa bayi",2025-02-27 07:08:50
Positif,sangat baik dan ramah,2025-02-27 07:07:55
Positif,semoga rejekinya tambah lancar dan sukses pak,2025-02-27 07:03:35
Positif,ramah dan sopan santun,2025-02-27 06:46:30
Positif,terima kasih ya pak tidak bisa ngasih lebih,2025-02-27 06:42:33
Positif,ramah nyaman berkendara,2025-02-27 06:24:13
Positif,tepat waktu dan cepat sampai tujuan,2025-02-27 06:20:53
Negatif,"GAKKKK REKOMENDASI!! gak gercep supirnya, titik lokasi dimana, jemput nya dimana, pokoknya ga gercep lah supirnya, padahal lagi buru buru.",2025-02-27 06:14:16
Positif,"mantap, supirnya ramah tamah👍",2025-02-27 06:13:45
Positif,drivernya sabar,2025-02-27 06:07:11
Positif,Mantap sangat puas.,2025-02-27 06:05:26
Positif,sangat tau jalan,2025-02-27 05:41:38
Positif,"Order telah dipenuhi oleh: Igusti Ngurah Ketut Supriana dengan Motorcycle, warna hijau muda, nopol DK5549TT. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2025-02-27 05:39:58
Positif,Puas saya bapak driver nya baik ramah,2025-02-27 05:37:50
Positif,cepat dan sangat baik,2025-02-27 05:32:49
Positif,"cepat,dan aman",2025-02-27 05:27:55
Negatif,"Tarif harga beda, pas nyampe harga jd naikkk :((",2025-02-27 05:12:59
Positif,puas sangat membantu,2025-02-27 05:08:10
Positif,pelayaann cepat,2025-02-27 05:05:48
Positif,sopirnya ramah dan sabar,2025-02-27 05:05:37
Positif,sangat memuaskan,2025-02-27 05:03:33
Positif,cepat dijalan nya hebat bapak,2025-02-27 04:37:24
Positif,baru coba apl maxsim sangat membantu,2025-02-27 04:37:13
Positif,"pelayanan drivernya sangat bagus, baik fab ramah",2025-02-27 04:29:17
Positif,pelayanan ya bagus dan cepat,2025-02-27 04:28:31
Positif,baik dan ramah,2025-02-27 04:24:50
Positif,baik dan ramah,2025-02-27 04:02:54
Positif,sangat Amat Baik,2025-02-27 03:58:06
Positif,derefer nya sangat bagus dan ramah sopan,2025-02-27 03:55:31
Positif,aa nya sabar bgt nungguin nya makasih ya,2025-02-27 03:40:23
Positif,pelayanan Untuk mengantar sangat baik dan sopan ramah cepat sangat suka saya terimakasih,2025-02-27 03:40:17
Negatif,"Apk apaan kyk gini,lgi pesan orderen tiba2 keluar sendiri dan gak bisa masuk lgi smpe 1 jam lbih..jd gak enak sm drivernya gara2 apk maxim nya eror",2025-02-27 03:36:39
Positif,"pelayanan terbaik,, sudah bisa di jangkau wilayah pelosok desa.sopir nya ramah. dan pengertian.. trimakasih",2025-02-27 03:32:40
Positif,baik dan cepat sampai paketnya,2025-02-27 03:26:30
Positif,layangan bagus,2025-02-27 03:24:39
Positif,terimakasih telah membantu melancarkan perjalanan kami,2025-02-27 03:19:43
Positif,sangat memuaskan,2025-02-27 03:13:38
Positif,"tepat waktu, ramah, dan amanah",2025-02-27 02:56:30
Negatif,Lapor sudah sy download berulang kali maxin di play tor. Tidah bisa dibuka aplikasi maxim tolong bantuan beyebab y apa.,2025-02-27 02:51:57
Negatif,bagus ekonomis cm rute n maps aj kadang masih kurang lengkap dapetinnya,2025-02-27 02:49:57
Positif,mantullllll banget sangat mudah bepergian dari satu tempat ke tempat yang lain. sukses selalu Maxim.,2025-02-27 02:38:19
Positif,semuanya bagus,2025-02-27 02:31:16
Negatif,"Buat titik lokasinya kalau bisa disimpan secara otomatis, jadi tidak berkali kali memasukan alamat lagi dan titik lokasi sangat susah tidak sama dengan lokasi yg akan dituju/titik penjemputan. Driver juga diseleksi lagi ya, saya sering mendapatkan driver yang curang minta tambahan ongkos bensin dengan alasan muter""mencari titik penjemputan. Makasih.",2025-02-27 02:26:03
Positif,makasih sangat ganteng sangat baik dan sangat sopan semoga rejekinya lancar terus,2025-02-27 01:41:25
Negatif,Ini apk lagi di butuhin kenapa GK bisa di buka,2025-02-27 01:27:45
Positif,sangat membantu,2025-02-27 01:26:01
Positif,semoga orderannya lancar,2025-02-27 01:19:08
Positif,mantap nih aplikasinya,2025-02-27 01:06:25
Positif,pelayanan baik,2025-02-27 00:55:15
Positif,driver ramah dan baik,2025-02-27 00:39:35
Positif,pelayanannya mantap z senang,2025-02-27 00:36:29
Positif,sangat mudah aplikasi nya,2025-02-27 00:27:45
Negatif,"Jujur dari ak smp sampai Sma pakai Apk ini. tpi Bru bru ini knp harga nya naik yah?? awalnya cmn 16k buat pergi, sekarang 22k... itu jauh banget loh naik harga nya, sedangkan dari sekolah buat kerumah tetap 16k, gk berubah. kenapa bisa gt ya?? Ak masih pelajar masalah nya...",2025-02-26 23:59:33
Positif,bagus dan mudah,2025-02-26 23:55:58
Positif,murah menjangkau untuk rakyat kecil,2025-02-26 23:52:59
Positif,terima kasih 🙏 Alhamdulillah baik ci abang nya,2025-02-26 23:33:30
Positif,aplikasi yg sangat berguna,2025-02-26 23:16:59
Positif,sopir ramah dan sopan sekali,2025-02-26 23:10:24
Positif,"baik dan ramah , terimakasih pak atas pelayanan kepada customer, semangat ngalongnya ?",2025-02-26 21:30:16
Positif,fasilitas memusatkan...,2025-02-26 21:16:58
Positif,mantap drivernya ramah dan cepat,2025-02-26 20:11:21
Positif,hebat dan bagus,2025-02-26 18:57:12
Positif,"sangat membantu, harga murah dan nyaman",2025-02-26 18:21:22
Positif,mantap pelayanan nya,2025-02-26 17:33:54
Positif,layanan sangat baik,2025-02-26 17:33:33
Positif,pelayanan nya ramah dan bagus😊,2025-02-26 17:02:35
Positif,trimakasih atas penjemputan nya ramah dan baik,2025-02-26 17:02:02
Negatif,gatal sama customer,2025-02-26 16:58:40
Positif,"sangat ramah dan baik,mobil bersih",2025-02-26 16:27:28
Positif,Driver nya ramah sabar rute cepat dan setiran bagus,2025-02-26 15:53:02
Positif,sangat memuaskan,2025-02-26 15:51:22
Positif,nyaman sekali,2025-02-26 15:44:18
Positif,saya sangat puas dengan pelayanan nya,2025-02-26 15:43:34
Positif,pelayanan bagus 👍,2025-02-26 15:41:01
Positif,drivernya mantab ganteng ramah baik hati,2025-02-26 15:39:37
Positif,sopirnya ramah dan baik,2025-02-26 15:33:37
Negatif,"Ini bagus.. cuma sayangnya pas hujan/ habis hujan driver nya pada ga mau Nerima aja itu membuat aku kesal, bukan gimana ya tp menolak itu sama aja menolak rezeki loh, dan namanya juga cari rezeki yah hrs dihadapi segala rintangan apapun itu! Kedepannya tolong di perbaiki ^^",2025-02-26 15:29:46
Negatif,udah kaya Genshin impact nih aplikasi berat banget buset,2025-02-26 15:03:43
Positif,bapak agus trimakasih yaa🙏🏻🙏🏻🙏🏻 sehat sll rezekinya makin banyakk...,2025-02-26 15:01:15
Positif,"baik, bersih, ramah",2025-02-26 14:59:13
Negatif,"Dear Maxim, Hari ini tanggal 26 Februari 2025 dari pagi hingga sore sekira pukul 17.00. Saya dan keluarga menggunakan jasa maxim car, tetapi handphone saya tertinggal di mobil saat sedang di charger. Hingga malam ini tidak ada kabar dari driver maxim mengenai handphone tersebut. Nomor plat mobil: B1740 NOW/B1440 NOW. Tapi di aplikasi plat nomor tanpa W (B1740NO/B1440NO) Mohon dicek ya di salah satu plat mobil yang saya ingat. Saya mohon untuk ditinjau laporan saya ini.",2025-02-26 14:54:36
Positif,Luar biasaaa baiknya,2025-02-26 14:54:25
Positif,Angkutan umum yang dapat digunakan untuk berpergian,2025-02-26 14:52:15
Positif,tsprtsi sangat cepat dan murah,2025-02-26 14:42:29
Positif,"tarif murah ,pelayanan cepat dan memuaskan",2025-02-26 14:35:18
Positif,tepat waktu.. cepat.. ramah..,2025-02-26 14:25:10
Positif,supir lincah dlm mengemudi.,2025-02-26 14:11:38
Positif,driver baik dan ramah 👍👍👍👍👍,2025-02-26 14:10:51
Negatif,Kode promo sudah ga bisa lantas kenapa masih dipajang di sampul? Hapus itu sama saja penipuan!!,2025-02-26 14:06:49
Positif,cepat tepat dan ramah,2025-02-26 13:49:04
Positif,Kaka nya baik dan sangat ramah,2025-02-26 13:45:32
Negatif,"Tolonglahhh Maxim sediakan kaspro... Tidak semua driver tau terima kasih dan tidak mau mengembalikan uang kembalian. Giliran ditanya mana kembalian malah ngegas dan bilang perhitungan, parahnya alasannya karena ada potongan, yahhh harusnya klu dia daftar dia setuju dgn potongan tsb!!!. Giliran ditunggu kembaliannya malah langsung tancap gas ga ngucap terima kasih, padahal ditunggu!!. Nanti giliran di report malah mereka yg ngegas ke kita dan NGANCAM MAU TERORRR!!! karena saya sudah pernah report",2025-02-26 13:43:48
Negatif,"potongan komisi dr maxim sgt besar, makanya banyak yg kasar ke penumpangnya, apa lagi foods&goods nya semua biaya yg nanggung driver.. kesejahteraan pekerja lebih di utamakan agar driver maxim semakin berkembang.. kalau bisa ke grab sm gojek biaya pembatalan delivery di tanggung maxim",2025-02-26 13:34:11
Positif,Ojek transportasi terbaik,2025-02-26 13:17:57
Positif,lebih murah dari yg lainnya,2025-02-26 13:12:50
Positif,terimakasih bapak nya nyaman bawa motor nya,2025-02-26 13:12:46
Positif,"recomend, jujur dan terpercaya",2025-02-26 13:09:47
Positif,responnya bagus,2025-02-26 13:01:43
Positif,pelayanan sangat memuaskan dan pengemudi org nga asik di ajak ngobrol,2025-02-26 12:57:45
Positif,driver baik dan sesuai pesananan.,2025-02-26 12:43:58
Positif,driver ramah dan santun..,2025-02-26 12:32:17
Positif,pak supirnya baik dan ramah.pkoknya amanah,2025-02-26 12:28:47
Positif,pelayan bagus..sopan santun,2025-02-26 12:28:28
Negatif,lama bgt nyari driver trs susah nemuin titik,2025-02-26 12:28:19
Negatif,Maxxim saya cuman bawa barang belanjaan kena tarif 20rb sdngkan tarif awal 10.100 tolong yaa jangan cari kesempatan dalam kesempitan untuk driver gak semua orang belnja kaya sdngkan saya ibu rumah tangga menunggu suami memberi uang belanja dikumpulin dlu,2025-02-26 12:21:07
Positif,Alhamdulillah sudah sampe cepet sekali dan kurirnya ramah,2025-02-26 12:16:33
Positif,bapaknya baik dan ramah,2025-02-26 12:15:14
Positif,baik banget orang nya...semoga banyak rejekinya ya pak...amin,2025-02-26 11:59:20
Positif,ati2 bawa mobil ya Bang. :),2025-02-26 11:50:24
Positif,driver hari ini super baik & ramah,2025-02-26 11:43:09
Positif,pengemudi sangat ramah,2025-02-26 11:23:50
Positif,makasih pelayanan sangat baik kk nya ramah. sehat² semoga kk nya banyak rejekinya. semangat pejuang cuan☺,2025-02-26 11:22:55
Positif,puas dengan pelayanan maxim,2025-02-26 11:18:08
Positif,bagus dan nyaman,2025-02-26 11:15:24
Negatif,Tolong di perbaiki maps nya,2025-02-26 10:42:41
Positif,baik sekali,2025-02-26 10:39:04
Positif,sopirnya ramah,2025-02-26 10:23:43
Positif,driver cepat sampai dan tidak kebut kebut an,2025-02-26 10:12:31
Positif,g bisa login,2025-02-26 10:01:35
Positif,sangat baik drivernya,2025-02-26 10:00:26
Positif,pelayanan bagus,2025-02-26 09:41:46
Positif,bapaknya baik enak di ajak ngobrol,2025-02-26 09:28:18
Positif,pelayanan baik dan ramah,2025-02-26 09:17:17
Positif,pelayanan sangat baik,2025-02-26 08:48:37
Positif,"tarif maxim jauh lebih terjangkau dibandingkan ojol lain,driver lembut sopan dan mengemudi dengan hati-hati",2025-02-26 08:42:38
Positif,mantap tepat waktu,2025-02-26 08:38:21
Positif,sangat membantu,2025-02-26 08:30:20
Positif,supir sangat ramah dan cekatan,2025-02-26 08:16:09
Positif,pelayanan baik,2025-02-26 08:13:32
Negatif,"ADAIN METODE PEMBAYARAN PAKE APLIKASI DANA DONG,BUAT APA DUIT BNYAK DI DANA TPI BAYAR MAKANAN NY GBISA PKE METODE DANA🙃",2025-02-26 08:13:20
Positif,Terima kasih maxim,2025-02-26 08:09:23
Positif,"abg driver nya humbel , udh gtu nggak neko²",2025-02-26 08:08:21
Positif,keren n cepat,2025-02-26 08:07:43
Positif,drivernya gercep dan baik,2025-02-26 07:53:58
Positif,drivernya sangat baik dan sopan,2025-02-26 07:50:51
Positif,"layanan cepat, ramah, aplikasi enteng",2025-02-26 07:37:07
Positif,sangat memuaskan,2025-02-26 07:11:50
Positif,sangat cepat sekali,2025-02-26 06:58:24
Positif,"orangnya ramah,,",2025-02-26 06:57:36
Positif,"orangnya ramah,bawa kendaraan nya aman,",2025-02-26 06:50:31
Positif,sekarang kami bisa mendapatkan laki-laki lagi,2025-02-26 06:50:24
Negatif,ada driver dekat lokasi penjemputan tapi malah dapatnya driver yang jauh dari lokasi penjemputan,2025-02-26 06:50:22
Positif,pengemudi ramah dak cepat,2025-02-26 06:49:16
Positif,terima kasih sudah membantu sampai tujuan dengan selamat,2025-02-26 06:48:51
Positif,orangnya asik,2025-02-26 06:48:40
Positif,"Pengemudi: Misrani dengan Motorcycle, warna hitam, nopol KT4974F. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2025-02-26 06:16:58
Positif,terimakasih memuaskan,2025-02-26 06:03:00
Positif,pelayanan ramah dan atribut lengkap,2025-02-26 05:49:25
Positif,cara mengemudi ya bagus. peduli dgn pelanggan,2025-02-26 05:44:59
Positif,baik dan pakai atribut,2025-02-26 05:34:29
Positif,alhamdulillah dpt driver yg nyaman,2025-02-26 05:20:10
Positif,Maksim nya ramah,2025-02-26 05:17:48
Negatif,"Tolong, diperbaiki aplikasinya, terkadang salah pilih layanan kadang mau naik mobil,malah orderan motor yg terpilih",2025-02-26 05:13:48
Positif,selamat dan sempurna,2025-02-26 05:03:26
Negatif,Karena mengganggu waktu sholat dhuhur dan sangat TDK Menghargai orang yg beribadah !!,2025-02-26 04:56:47
Positif,sabar sopir nya,2025-02-26 04:56:12
Positif,bagus dalam pelayanan,2025-02-26 04:41:48
Positif,Sangat membantu sekali,2025-02-26 04:40:24
Positif,terima kasih mbak semoga orderannya makin banyak,2025-02-26 04:31:59
Positif,baik ramah cepat'.. okelah..👍,2025-02-26 04:27:34
Positif,"oke, pengemudi Ramah dan nyaman di mobil",2025-02-26 04:26:33
Positif,"Bapaknya Baik dan pengertian, perjalanan ibu hamil jadi nyaman. trimakasih ya pak, banyak rejeki bapak🙏🙏",2025-02-26 03:58:39
Negatif,"parahhhh.mau login verifikasi berkali' gak selesai',topup saldo gak langsung masuk !",2025-02-26 03:55:55
Positif,"dapat driver engkong2 walaupun gemetar naeknya paling tidak Maxim sudah mau memberi pekerjaan tidak memandang usia,.buat engkong driver,sehat terus,.",2025-02-26 03:53:03
Negatif,Tujuan nya suka di ubah ubah saat di order kadang kadang dibalikan antara lokasi dengan tujuan dan rutenya selalu di ubah,2025-02-26 03:48:42
Positif,trima kasih sudah nyampe di perjalanan dengan hati hati .🙏,2025-02-26 03:32:00
Positif,"murah,gampang praktis",2025-02-26 03:26:51
Positif,"sesuai dengan orderanku. tepat waktu, bersih, sopan dan sigap drivernya. terimakasih pak chries...🙏🏻",2025-02-26 03:09:20
Positif,pelayanan baguss,2025-02-26 02:52:44
Positif,pelayanannya bagus,2025-02-26 02:49:13
Positif,layanan sangat memuaskan bang ojol nya juga ramah,2025-02-26 02:44:31
Positif,Mudah mudahan Maxim makin berjaya dan makin banyak peminatnya,2025-02-26 02:40:22
Positif,membantu dan mempermudah tujuan kita jd keren apa nya,2025-02-26 02:16:20
Positif,pelayanan bagus,2025-02-26 02:04:36
Positif,"saya kalau sudah di banda Aceh ,kalau pakai ojek tetap Maxim, cara pakai mudah biaya pun lebih murah , terimakasih.",2025-02-26 01:53:09
Positif,sangat mudah dan membantu,2025-02-26 01:50:25
Positif,sangat amat ramahhh,2025-02-26 01:29:54
Positif,"Alhamdulillah draiverya baik,ramah",2025-02-26 01:27:05
Positif,derver baik dan ramah,2025-02-26 01:26:58
Positif,ojekx bersahabat,2025-02-26 01:24:32
Positif,pelayanan ramah dan tepat waktu dlm penjemputan nya,2025-02-26 01:20:29
Positif,abang ny baik ramah tamah😊,2025-02-26 01:16:07
Negatif,"Terlalu buruk,lambat jalan",2025-02-26 01:09:48
Positif,makasih atas pelayanannya...maxim emang ok....,2025-02-26 01:03:47
Negatif,map.. nya kurang komplit,2025-02-26 01:02:09
Positif,baik sekali dan tepat waktu,2025-02-26 00:52:48
Positif,driver nya ramah enak di ajak ngobrol 😁,2025-02-26 00:51:06
Positif,"pelayanan memuaskan,pengemudi ramah membantu",2025-02-26 00:43:46
Positif,Sangat memuaskan,2025-02-26 00:38:09
Positif,"sangat membantu, respon juga cepat",2025-02-26 00:35:41
Positif,pelayanan ok 👍,2025-02-26 00:34:49
Positif,"luar biasa,ramah,besih,sopan amanah.",2025-02-26 00:22:23
Positif,terimakasih pak driver....istimewa,2025-02-25 23:56:17
Negatif,"duh ga 1x 2x dapet driver kurang ajar, ga ngerti map (kalo gatau jalan kan bisa tanya penumpang, saya jadi telat karna muter2 berpuluh menit pas saya bantu arahin sok paling tau jalan), ngaret, marah-marah ke customer via chat/langsung, sering banget setelah saya nunggu lamaaaaaa baru driver chat suruh cancel, paling bener emang pake si ijo KECEWAAAAAAA.",2025-02-25 23:44:10
Negatif,"Ojol yg termasuk murah, tp sangat disayangkan dpt beberapa drivernya kl dateng tidak sesuai estimasi di aplikasi. Misal di aplikasi 3 menit ini nunggu nya bisa 7-10 menit dr estimasi. Yg seharusnya bisa on time jadi suka telat Minta tolong di edukasi kembali ke pihak driver agar bisa menyesuaikan waktu yg ditentukan diaplikasi🙌🙏",2025-02-25 23:36:32
Positif,driver ramah sekali,2025-02-25 22:52:38
Positif,pelayanan drivernya bagus,2025-02-25 22:44:17
Negatif,"bagus ih, tapi tolong di permudah cari titik maps nya titik lokasi nya susah bgt 😭",2025-02-25 22:40:02
Positif,terima kasih dan ontime ketika smp stasiun,2025-02-25 21:47:54
Positif,drivernya ramah dan amanah,2025-02-25 21:21:55
Negatif,"buat pesen Maxim agak susah ,sekali dapet eh harus nunggu sampe 20-18 menitan ,saya lihat map eh tiba tiba Maxim nya keluar dan daftar kayak diawal ,pas saya daftarin eh tiba tiba kode Maximny gak muncul , aplikasi Maxim harus perbaiki lagi sih menurut saya aplikasi nya kayak eror gitu mohon diperbaiki lagi secepatnya",2025-02-25 21:18:52
Positif,baik banget supirnya ramah,2025-02-25 21:11:02
Positif,Maxim semakin di depan,2025-02-25 20:13:08
Positif,"Untuk wilayah Papua, respon bagus, hemat sekali",2025-02-25 19:17:27
Positif,luar biasa ramah sekali pengemudinya,2025-02-25 19:11:04
Positif,playanan gerecep dan tanpa neko neko mantap !!!,2025-02-25 17:34:15
Negatif,Map nya gak update,2025-02-25 17:04:32
Positif,Terima kasih pak,2025-02-25 16:53:53
Positif,"terima kasih,Driver amanah",2025-02-25 16:46:40
Positif,driver sangat baik,2025-02-25 16:40:02
Positif,Bisa diajak ngobrol,2025-02-25 16:20:42
Positif,murah dan nyaman,2025-02-25 16:01:11
Positif,Dijajal dulu,2025-02-25 15:56:56
Positif,sangan bagus dan cepat,2025-02-25 15:53:58
Negatif,"Apk nya kek ee, masa aku mau login kagak bisa2 nunggu kode verifikasi nya ga ada2!",2025-02-25 15:53:35
Negatif,"Sumpahh ini apk maxim sy doang atau yg lain jg gini si? Setiap buka apk maxim loadnya lama bgtttttt bgttt pdhl wifi/data knceng. Trss pas order tu agak lama ya ky load muter"" gt pdhl data driverny ud mncul(nama, ver.motor, plat)",2025-02-25 15:37:45
Positif,tetap semangat ya,2025-02-25 14:35:32
Positif,"pelayanan nya ramah dan cara mengemudi nya juga tidak arogan taat lalulintas, terimakasih Maxim👍👍",2025-02-25 14:12:13
Positif,Alhamdulillah saya baru coba aplikasi ini good,2025-02-25 14:03:16
